Date,Contract1,Contract2,Contract3,Contract4,Contract5,DailyReturn
2000-01-04,50.73,52.12,53.48,54.8,55.2,
2000-01-05,51.56,52.83,54.1,55.7,56.1,0.016361127537946100
2000-01-06,52.08,53.36,54.7,56.1,56.58,0.010085337470907600
2000-01-07,53.96,55.09,56.37,57.95,58.42,0.03609831029185880
2000-01-10,53.56,54.87,56.1,57.75,58.2,-0.007412898443291290
2000-01-11,54.18,55.56,56.7,58.3,58.99,0.011575802837938700
2000-01-12,53.72,55.1,56.36,58.2,59.19,-0.008490217792543440
2000-01-13,54.75,55.95,57.14,58.6,59.5,0.01917349218168290
2000-01-14,55.12,56.25,57.56,58.7,59.49,0.006757990867579890
2000-01-18,54.76,56.2,57.4,58.43,59.13,-0.006531204644412150
2000-01-19,57.75,59.03,60.1,61.0,61.2,0.05460189919649380
2000-01-20,57.44,58.76,59.78,60.65,61.0,-0.005367965367965360
2000-01-21,56.15,57.38,58.35,59.35,59.66,-0.022458217270194900
2000-01-24,56.35,57.56,58.57,59.3,59.65,0.003561887800534350
2000-01-25,57.86,58.93,59.83,60.5,60.94,0.02679680567879330
2000-01-26,57.42,58.65,59.62,60.4,60.7,-0.0076045627376425400
2000-01-27,57.53,58.82,59.8,60.5,60.98,0.0019157088122605500
2000-01-28,57.45,58.94,59.9,60.6,60.99,-0.0013905788284372900
2000-01-31,57.86,59.28,60.02,60.8,60.8,0.007136640557006140
2000-02-01,57.13,58.53,59.48,60.25,60.6,-0.01261666090563420
2000-02-02,57.04,58.51,59.5,60.33,60.68,-0.0015753544547524300
2000-02-03,56.09,57.72,58.84,59.8,60.42,-0.01665497896213180
2000-02-04,56.08,57.69,58.95,59.5,60.41,-0.00017828489926907700
2000-02-07,56.18,57.84,58.98,59.7,60.45,0.001783166904422370
2000-02-08,55.3,57.08,58.33,59.6,60.0,-0.015663937344250600
2000-02-09,55.8,57.67,58.8,60.1,60.35,0.009041591320072320
2000-02-10,57.54,59.59,60.42,61.25,61.5,0.031182795698924800
2000-02-11,56.97,58.89,60.14,61.1,61.5,-0.009906152241918710
2000-02-14,57.26,59.36,60.52,61.43,61.72,0.005090398455327440
2000-02-15,55.74,57.85,59.17,60.45,60.89,-0.026545581557806400
2000-02-16,55.4,57.63,59.0,60.4,60.8,-0.006099748833871650
2000-02-17,55.47,57.93,59.42,60.83,61.1,0.001263537906137200
2000-02-18,57.09,59.75,61.22,62.2,62.33,0.02920497566252030
2000-02-22,61.17,62.8,62.7,63.0,63.8,0.07146610614818690
2000-02-23,60.65,62.22,62.55,62.85,63.65,-0.008500899133562220
2000-02-24,60.33,61.94,62.5,62.74,63.45,-0.005276174773289340
2000-02-25,58.88,60.62,61.78,61.5,62.2,-0.02403447704293050
2000-02-28,59.59,61.19,61.73,62.04,62.75,0.012058423913043500
2000-02-29,58.53,60.21,60.95,61.24,62.0,-0.017788219499916200
2000-03-01,61.51,62.92,62.75,62.9,63.55,0.05091406116521440
2000-03-02,60.68,62.09,62.05,61.95,62.7,-0.01349374085514540
2000-03-03,61.06,62.43,62.23,62.13,62.88,0.006262359920896630
2000-03-06,61.32,62.59,62.8,62.46,63.21,0.004258106780216100
2000-03-07,61.64,62.84,62.45,62.5,63.38,0.005218525766470970
2000-03-08,62.79,63.92,62.75,62.87,63.82,0.018656716417910300
2000-03-09,63.01,64.11,62.95,62.7,63.65,0.003503742634177300
2000-03-10,63.6,64.8,63.15,62.73,63.65,0.009363593080463420
2000-03-13,63.21,64.4,63.18,62.82,63.9,-0.00613207547169814
2000-03-14,63.36,64.5,64.05,63.73,64.63,0.0023730422401517800
2000-03-15,63.22,64.54,64.5,64.27,65.18,-0.0022095959595960200
2000-03-16,62.54,63.93,63.95,63.91,64.85,-0.010756089844985800
2000-03-17,62.69,64.13,64.0,64.08,64.95,0.0023984649824111400
2000-03-20,61.14,62.54,62.4,62.88,63.8,-0.02472483649704890
2000-03-21,61.38,62.69,62.5,62.78,63.7,0.003925417075564260
2000-03-22,59.86,61.28,60.9,61.7,62.6,-0.024763766699250600
2000-03-23,59.04,60.53,60.4,61.24,62.3,-0.013698630136986400
2000-03-24,58.81,60.36,60.2,61.33,62.3,-0.003895663956639540
2000-03-27,59.21,60.85,60.4,61.3,62.3,0.006801564359802730
2000-03-28,59.15,60.68,60.5,61.3,62.3,-0.0010133423408208400
2000-03-29,57.95,59.47,59.9,60.6,61.63,-0.020287404902789500
2000-03-30,57.57,59.24,59.7,60.36,61.38,-0.006557377049180360
2000-03-31,58.14,60.01,60.72,61.01,62.0,0.00990099009900991
2000-04-03,58.39,60.21,60.65,61.49,62.45,0.004299965600275120
2000-04-04,57.21,59.1,59.7,60.73,61.7,-0.020208939886966900
2000-04-05,56.4,58.4,59.6,60.3,61.3,-0.014158363922391200
2000-04-06,55.68,57.66,59.0,60.16,61.15,-0.012765957446808500
2000-04-07,56.29,58.34,59.35,60.55,61.55,0.010955459770114900
2000-04-10,55.99,58.15,59.03,60.19,61.23,-0.005329543435778960
2000-04-11,54.95,57.16,58.25,59.54,60.6,-0.018574745490266100
2000-04-12,55.75,57.72,58.8,59.89,60.9,0.014558689717925300
2000-04-13,56.82,58.7,59.51,60.4,61.4,0.019192825112107600
2000-04-14,56.43,58.22,58.9,60.09,61.25,-0.006863780359028570
2000-04-17,58.33,59.23,60.08,61.1,61.63,0.03367003367003370
2000-04-18,58.73,59.5,60.28,61.3,61.8,0.006857534716269380
2000-04-19,57.71,58.7,59.23,60.23,60.73,-0.017367614507066100
2000-04-20,57.92,58.85,59.33,60.46,61.0,0.0036388840755501300
2000-04-24,57.59,58.68,59.43,60.45,61.0,-0.005697513812154660
2000-04-25,57.59,58.65,59.16,60.15,60.73,0.0
2000-04-26,57.91,59.05,59.75,60.75,61.35,0.005556520229206270
2000-04-27,57.55,58.75,59.51,60.58,61.14,-0.006216542911414270
2000-04-28,55.81,57.61,58.41,59.8,60.25,-0.030234578627280500
2000-05-01,57.17,58.54,59.45,60.58,61.15,0.02436839276115400
2000-05-02,58.95,60.0,60.5,61.55,62.2,0.031135210774881900
2000-05-03,57.69,59.1,59.71,60.83,61.38,-0.021374045801526800
2000-05-04,57.25,58.35,58.82,60.03,60.65,-0.007626971745536500
2000-05-05,58.86,59.63,59.88,60.99,61.6,0.02812227074235810
2000-05-08,58.46,59.55,59.63,60.73,61.3,-0.006795786612300400
2000-05-09,59.66,60.6,60.71,61.75,62.4,0.020526855969893900
2000-05-10,61.24,61.77,61.77,62.8,63.2,0.026483405967147300
2000-05-11,60.8,61.5,62.01,63.06,63.6,-0.007184846505551960
2000-05-12,62.23,63.1,63.58,64.6,65.15,0.023519736842105200
2000-05-15,62.75,63.56,63.93,64.8,65.35,0.00835609834484985
2000-05-16,62.62,63.47,63.64,64.6,65.15,-0.0020717131474103900
2000-05-17,62.07,63.4,63.64,64.5,65.15,-0.008783136378153870
2000-05-18,62.12,63.43,63.71,64.53,64.55,0.0008055421298533980
2000-05-19,61.3,62.5,62.86,63.91,64.4,-0.013200257566001300
2000-05-22,63.44,64.55,64.72,65.55,65.95,0.03491027732463300
2000-05-23,63.42,64.45,64.98,65.85,66.3,-0.00031525851197977700
2000-05-24,62.73,64.0,64.46,65.31,65.85,-0.010879848628193000
2000-05-25,63.28,64.7,65.3,66.15,66.65,0.008767734736170990
2000-05-26,63.22,65.0,65.5,66.48,67.0,-0.0009481668773704270
2000-05-30,61.01,62.8,63.53,64.55,65.2,-0.03495729199620380
2000-05-31,62.64,64.15,65.03,65.95,66.55,0.026716931650549100
2000-06-01,60.25,62.0,62.78,63.84,64.35,-0.03815453384418900
2000-06-02,58.99,60.8,61.54,62.8,63.3,-0.02091286307053940
2000-06-05,58.67,60.65,61.55,62.75,63.24,-0.005424648245465290
2000-06-06,57.6,59.7,60.88,62.15,62.68,-0.01823760013635590
2000-06-07,58.25,60.68,61.78,62.95,63.55,0.011284722222222100
2000-06-08,58.19,60.73,61.74,62.9,63.55,-0.0010300429184549900
2000-06-09,58.39,60.95,62.22,63.53,64.05,0.003437016669531000
2000-06-12,56.65,59.8,61.06,62.38,63.02,-0.02979962322315470
2000-06-13,56.98,60.5,61.92,63.3,63.8,0.005825242718446640
2000-06-14,57.0,60.35,61.68,62.95,63.55,0.0003510003510003300
2000-06-15,57.91,60.35,61.53,62.6,63.23,0.015964912280701700
2000-06-16,57.0,59.83,61.01,62.3,63.0,-0.015714039026074900
2000-06-19,56.11,59.14,60.27,61.6,62.25,-0.015614035087719300
2000-06-20,56.64,59.75,60.7,61.93,62.6,0.00944573159864559
2000-06-21,55.57,58.88,60.09,61.5,62.2,-0.01889124293785320
2000-06-22,55.01,58.8,60.31,61.78,62.35,-0.010077379881230900
2000-06-23,54.16,58.78,60.28,61.65,62.2,-0.015451736047991300
2000-06-26,57.16,59.01,60.61,61.25,62.13,0.0553914327917282
2000-06-27,56.79,58.91,60.63,61.4,62.1,-0.006473058082575150
2000-06-28,56.63,58.61,60.35,61.15,61.83,-0.0028173974291247900
2000-06-29,56.1,58.17,60.05,60.9,61.8,-0.009358996998057530
2000-06-30,54.8,56.76,58.71,59.85,60.92,-0.023172905525846800
2000-07-05,54.76,56.79,58.55,59.7,60.55,-0.0007299270072992360
2000-07-06,54.3,56.32,58.14,59.3,60.28,-0.008400292184076010
2000-07-07,55.66,57.74,59.55,60.25,61.15,0.025046040515653800
2000-07-10,55.63,57.71,59.59,60.25,61.25,-0.0005389867049945260
2000-07-11,55.67,57.77,59.7,60.75,61.5,0.0007190364911018320
2000-07-12,56.01,58.15,60.01,61.0,61.95,0.006107418717441920
2000-07-13,57.02,59.23,61.22,62.2,63.1,0.018032494197464800
2000-07-14,57.02,59.49,61.49,62.3,63.2,0.0
2000-07-17,60.02,62.49,64.49,65.3,66.2,0.05261311820413890
2000-07-18,60.56,62.91,64.82,65.65,66.4,0.008997000999666720
2000-07-19,60.08,62.45,64.32,65.19,66.05,-0.00792602377807139
2000-07-20,58.8,61.22,63.08,63.95,64.93,-0.02130492676431430
2000-07-21,59.13,61.36,63.14,64.35,65.4,0.0056122448979592000
2000-07-24,60.87,63.26,64.91,65.93,66.95,0.029426686960933400
2000-07-25,59.7,62.13,63.95,64.9,65.85,-0.01922129127649080
2000-07-26,59.15,61.55,63.38,64.33,65.28,-0.009212730318257980
2000-07-27,58.23,60.25,62.04,62.92,63.9,-0.015553677092138600
2000-07-28,58.81,60.86,62.54,63.5,64.4,0.009960501459728820
2000-07-31,59.77,61.93,63.5,64.4,65.3,0.01632375446352660
2000-08-01,59.01,61.21,62.81,63.8,64.7,-0.01271540906809440
2000-08-02,58.64,60.66,62.33,63.3,64.25,-0.006270123707846080
2000-08-03,58.89,60.85,62.55,63.46,64.4,0.004263301500682100
2000-08-04,58.6,60.66,62.44,63.3,64.3,-0.004924435388011570
2000-08-07,60.68,62.75,64.38,65.25,66.15,0.03549488054607510
2000-08-08,60.76,62.7,64.35,65.25,66.15,0.0013183915622940700
2000-08-09,62.13,64.35,65.85,66.58,67.4,0.022547728768927100
2000-08-10,60.86,62.77,64.3,65.09,65.9,-0.02044101078384040
2000-08-11,61.73,63.73,65.43,66.32,67.4,0.014295103516266800
2000-08-14,62.25,64.45,66.03,66.75,67.6,0.008423780981694500
2000-08-15,61.7,63.84,65.4,66.15,66.95,-0.008835341365461820
2000-08-16,61.64,63.8,65.37,66.2,67.0,-0.0009724473257698430
2000-08-17,62.7,64.89,66.39,67.1,67.85,0.017196625567813100
2000-08-18,63.27,65.35,66.92,67.5,68.25,0.009090909090909040
2000-08-21,64.34,66.61,68.12,68.68,69.33,0.016911648490595800
2000-08-22,64.0,66.2,67.78,68.25,68.8,-0.005284426484302160
2000-08-23,63.88,65.96,67.5,68.05,68.6,-0.00187499999999996
2000-08-24,63.52,65.47,66.97,67.5,68.05,-0.005635566687539170
2000-08-25,64.73,66.73,68.24,68.79,69.25,0.019049118387909300
2000-08-28,64.84,66.81,68.33,68.75,69.33,0.0016993665997218100
2000-08-29,65.2,67.17,68.62,69.05,69.5,0.005552128315854390
2000-08-30,64.75,66.63,67.99,68.4,68.85,-0.006901840490797560
2000-08-31,63.37,65.35,66.73,67.22,67.83,-0.0213127413127413
2000-09-01,63.49,65.56,66.99,67.52,68.0,0.0018936405239073900
2000-09-05,64.54,66.48,67.96,68.5,69.05,0.016538037486218300
2000-09-06,64.36,66.28,67.85,68.45,69.1,-0.0027889680818098400
2000-09-07,64.14,65.94,67.45,68.0,68.7,-0.003418272218769450
2000-09-08,64.72,66.47,67.98,68.6,69.3,0.009042719052073660
2000-09-11,64.6,66.48,68.06,68.7,69.25,-0.00185414091470959
2000-09-12,63.18,64.86,66.55,67.2,67.85,-0.02198142414860670
2000-09-13,62.47,63.97,65.61,66.25,66.9,-0.011237733459955700
2000-09-14,62.95,64.48,66.08,66.6,67.2,0.007683688170321720
2000-09-15,63.16,64.45,66.0,66.6,67.25,0.003335980937251740
2000-09-18,62.99,63.18,65.1,65.65,66.25,-0.002691576947435050
2000-09-19,62.65,63.13,65.08,65.7,66.35,-0.005397682171773390
2000-09-20,63.14,63.15,64.9,65.5,66.05,0.007821229050279270
2000-09-21,63.9,63.98,65.69,66.26,66.65,0.012036743744060700
2000-09-22,63.45,63.54,65.33,65.95,66.35,-0.00704225352112664
2000-09-25,63.94,65.68,66.25,66.75,64.0,0.007722616233254430
2000-09-26,63.73,65.5,66.0,66.55,63.8,-0.003284329058492300
2000-09-27,62.69,64.47,64.95,65.58,62.8,-0.016318845127883300
2000-09-28,62.53,64.3,64.87,65.45,62.7,-0.0025522411867920900
2000-09-29,62.53,64.3,64.95,65.5,62.7,0.0
2000-10-02,63.62,65.23,65.7,66.25,63.4,0.017431632816248000
2000-10-03,64.04,65.66,66.21,66.7,63.5,0.006601697579377670
2000-10-04,63.4,65.07,65.5,66.05,63.5,-0.009993753903810190
2000-10-05,63.82,65.5,66.02,66.55,63.9,0.0066246056782335300
2000-10-06,64.18,65.92,66.49,66.89,64.15,0.005640864932623170
2000-10-09,64.83,66.54,67.15,67.55,64.1,0.010127765659083700
2000-10-10,64.57,66.2,66.8,67.28,63.58,-0.004010488971155410
2000-10-11,63.85,65.41,66.0,66.55,63.7,-0.011150689174539100
2000-10-12,64.36,66.2,66.8,67.4,63.5,0.007987470634299050
2000-10-13,63.12,65.03,65.85,66.6,63.7,-0.019266625233064000
2000-10-16,62.7,64.62,65.3,66.0,63.43,-0.0066539923954371800
2000-10-17,62.75,64.65,65.43,66.03,63.5,0.0007974481658692410
2000-10-18,62.02,63.92,64.85,65.32,62.98,-0.011633466135458100
2000-10-19,62.12,63.94,64.71,65.35,62.95,0.0016123831022250000
2000-10-20,62.92,64.76,65.62,66.15,63.55,0.012878300064391500
2000-10-23,62.41,64.25,65.2,65.9,63.25,-0.008105530832803630
2000-10-24,62.7,64.45,65.35,65.95,63.55,0.004646691235379090
2000-10-25,63.26,64.95,65.9,66.45,63.85,0.008931419457735240
2000-10-26,62.88,64.69,65.55,66.1,63.4,-0.006006955422067640
2000-10-27,63.14,64.9,65.72,66.35,63.63,0.0041348600508905900
2000-10-30,63.99,65.8,66.63,67.28,63.9,0.013462147608489100
2000-10-31,62.97,65.01,65.8,66.4,63.65,-0.015939990623535000
2000-11-01,62.57,64.85,65.52,66.12,63.71,-0.00635223122121642
2000-11-02,62.91,65.32,66.1,66.65,63.75,0.005433914016301780
2000-11-03,63.75,66.18,66.99,67.45,63.8,0.013352408202193600
2000-11-06,65.36,67.68,68.38,68.83,64.4,0.025254901960784400
2000-11-07,65.89,68.29,68.96,69.38,64.8,0.008108935128519070
2000-11-08,65.65,68.04,68.78,69.15,64.8,-0.0036424343602974300
2000-11-09,64.96,67.49,68.33,68.9,64.43,-0.010510281797410600
2000-11-10,65.4,68.2,68.99,69.5,64.65,0.0067733990147784700
2000-11-13,65.32,68.06,68.85,69.25,65.45,-0.0012232415902142500
2000-11-14,64.82,67.78,68.67,69.0,65.46,-0.007654623392529090
2000-11-15,64.74,67.82,68.85,69.25,65.6,-0.001234186979327310
2000-11-16,64.98,68.45,69.61,70.08,65.9,0.003707136237256940
2000-11-17,64.7,67.92,69.38,70.0,65.85,-0.004309018159433740
2000-11-20,68.3,69.61,70.3,65.65,64.75,0.0556414219474497
2000-11-21,67.11,68.55,69.4,65.35,64.45,-0.017423133235724800
2000-11-22,68.08,69.57,70.45,65.95,65.1,0.014453881686783000
2000-11-27,68.87,70.25,71.05,66.3,65.4,0.011603995299647600
2000-11-28,68.19,69.55,70.35,66.3,65.5,-0.009873675039930420
2000-11-29,68.09,69.46,70.05,66.3,65.6,-0.001466490687784040
2000-11-30,68.35,69.7,70.58,66.55,65.85,0.0038184755470698200
2000-12-01,67.57,68.99,69.85,66.6,66.0,-0.011411850768105400
2000-12-04,67.85,69.3,70.2,66.8,66.2,0.004143850821370480
2000-12-05,67.35,68.78,69.8,66.6,66.1,-0.007369196757553430
2000-12-06,67.34,68.88,69.88,66.75,66.25,-0.00014847809948015400
2000-12-07,67.25,68.83,69.85,66.6,65.95,-0.0013365013365014300
2000-12-08,67.13,68.8,69.87,66.5,65.8,-0.001784386617100450
2000-12-11,67.42,69.09,70.0,66.4,65.57,0.004319976165648940
2000-12-12,65.59,67.38,68.56,65.6,64.9,-0.027143280925541300
2000-12-13,65.03,66.85,68.2,65.1,64.35,-0.008537886872998950
2000-12-14,65.69,67.6,68.82,65.5,64.82,0.01014916192526520
2000-12-15,65.37,67.35,68.53,65.53,64.7,-0.004871365504642960
2000-12-18,65.1,67.0,68.35,65.53,64.65,-0.004130335016062530
2000-12-19,65.0,66.88,68.27,65.53,64.6,-0.001536098310291780
2000-12-20,65.63,67.49,68.8,65.5,64.8,0.009692307692307670
2000-12-21,65.33,67.24,68.6,65.5,64.8,-0.004571080298643840
2000-12-22,64.31,66.38,67.75,65.0,64.3,-0.015613041481708200
2000-12-26,63.19,65.26,66.93,64.75,63.86,-0.017415642979319000
2000-12-27,63.26,65.27,66.85,64.6,63.9,0.001107770216806530
2000-12-28,63.42,65.41,66.93,64.65,63.95,0.0025292443882389800
2000-12-29,62.28,64.33,66.0,64.45,63.61,-0.01797540208136240
2001-01-02,60.35,62.39,64.0,63.68,62.84,-0.030989081567116200
2001-01-03,60.96,62.93,64.35,63.25,62.91,0.0101077050538525
2001-01-04,59.61,61.57,63.07,62.75,62.3,-0.022145669291338700
2001-01-05,59.42,61.49,62.89,62.5,62.05,-0.003187384667002190
2001-01-08,60.23,61.96,63.2,62.6,62.15,0.013631773813530800
2001-01-09,59.87,61.55,62.68,62.0,61.6,-0.005977087829985070
2001-01-10,60.34,61.56,62.44,61.95,61.65,0.00785034240855187
2001-01-11,60.87,62.0,63.0,62.35,62.0,0.008783559827643340
2001-01-12,61.12,62.63,63.64,63.3,62.95,0.004107113520617660
2001-01-16,60.96,62.65,63.89,63.7,63.42,-0.002617801047120390
2001-01-17,60.52,62.06,63.27,63.15,62.85,-0.0072178477690287800
2001-01-18,60.5,61.97,63.18,62.5,62.24,-0.0003304692663582690
2001-01-19,60.63,61.82,63.01,62.25,61.9,0.0021487603305785400
2001-01-22,59.36,60.6,61.8,61.65,61.3,-0.020946726043213000
2001-01-23,59.28,60.3,61.25,61.2,60.8,-0.0013477088948786700
2001-01-24,61.11,61.62,62.46,61.75,61.51,0.030870445344129500
2001-01-25,60.6,61.34,62.11,61.6,61.3,-0.008345606283750580
2001-01-26,61.25,61.78,62.52,61.65,61.25,0.010726072607260700
2001-01-29,60.95,61.2,61.81,60.85,60.56,-0.004897959183673420
2001-01-30,62.01,62.06,62.7,61.5,61.2,0.017391304347826000
2001-01-31,61.36,61.11,61.59,60.95,60.68,-0.010482180293501000
2001-02-01,59.43,60.08,60.51,60.55,60.25,-0.031453715775749600
2001-02-02,59.76,60.09,60.73,60.85,60.55,0.005552751135790010
2001-02-05,60.15,60.36,60.85,60.8,60.5,0.006526104417670760
2001-02-06,60.23,60.24,60.8,60.7,60.4,0.0013300083125520300
2001-02-07,59.2,59.07,59.7,59.8,59.58,-0.017101112402457200
2001-02-08,59.05,58.65,59.25,59.3,59.25,-0.002533783783783880
2001-02-09,58.37,57.63,58.25,58.4,58.7,-0.011515664690939900
2001-02-12,58.9,57.27,57.89,58.38,58.7,0.009080006852835390
2001-02-13,59.53,57.74,58.22,58.4,58.67,0.010696095076400800
2001-02-14,61.45,58.93,59.39,59.1,59.47,0.03225264572484470
2001-02-15,59.53,57.21,57.97,58.15,58.55,-0.03124491456468680
2001-02-16,59.52,57.56,58.27,57.8,58.61,-0.000167982529816868
2001-02-20,56.61,57.5,57.55,58.35,59.6,-0.04889112903225810
2001-02-21,56.28,57.09,57.4,57.68,58.9,-0.005829358770535250
2001-02-22,55.68,56.52,57.35,57.8,59.0,-0.010660980810234600
2001-02-23,55.4,56.26,57.2,57.7,58.9,-0.005028735632183980
2001-02-26,53.42,54.38,56.5,56.98,58.35,-0.03574007220216600
2001-02-27,53.12,54.06,55.8,56.24,57.55,-0.005615874204417890
2001-02-28,53.25,54.11,55.55,56.02,57.41,0.0024472891566265100
2001-03-01,53.83,54.74,55.56,55.98,57.3,0.01089201877934270
2001-03-02,54.61,55.3,55.75,56.11,57.33,0.014490061304105500
2001-03-05,54.55,55.01,55.5,55.95,57.15,-0.0010986998718184300
2001-03-06,54.98,55.58,55.9,56.31,57.45,0.007882676443629720
2001-03-07,54.83,55.57,56.1,56.48,57.63,-0.002728264823572140
2001-03-08,54.51,55.28,55.65,56.1,57.25,-0.005836221046872200
2001-03-09,52.66,53.85,55.15,55.75,56.9,-0.03393872683911210
2001-03-12,51.77,52.93,54.35,54.9,56.25,-0.016900873528294600
2001-03-13,52.28,53.24,53.95,54.42,55.7,0.009851265211512360
2001-03-14,52.65,53.58,53.65,54.05,55.35,0.007077276205049720
2001-03-15,50.09,51.3,52.77,53.13,54.5,-0.0486229819563152
2001-03-16,49.73,50.85,52.3,52.6,53.95,-0.007187063286085210
2001-03-19,50.36,51.45,52.35,52.92,54.35,0.012668409410818500
2001-03-20,49.74,50.95,52.35,52.85,54.15,-0.012311358220810100
2001-03-21,48.57,49.77,51.0,51.65,53.06,-0.023522316043425800
2001-03-22,47.14,48.31,49.53,49.96,51.53,-0.02944204241301220
2001-03-23,48.06,49.16,50.25,50.73,52.45,0.01951633432329230
2001-03-26,49.03,50.25,51.13,51.64,53.15,0.020183104452767400
2001-03-27,47.59,48.79,50.1,50.6,52.15,-0.029369773607995100
2001-03-28,47.56,48.9,49.9,50.4,52.01,-0.0006303845345660970
2001-03-29,45.69,47.03,48.55,49.01,50.55,-0.03931875525651820
2001-03-30,45.09,46.29,48.46,49.02,50.3,-0.013131976362442500
2001-04-02,44.73,46.07,48.4,49.3,50.65,-0.007984031936127840
2001-04-03,45.39,47.06,49.03,50.29,51.65,0.014755197853789400
2001-04-04,46.19,47.84,49.75,51.25,52.75,0.017625027539105400
2001-04-05,45.97,47.5,49.8,51.23,52.63,-0.0047629357003680100
2001-04-06,46.88,48.3,50.4,51.77,53.1,0.019795518816619700
2001-04-09,46.59,48.11,50.7,51.96,53.35,-0.006186006825938510
2001-04-10,46.57,48.3,50.75,51.98,53.58,-0.00042927666881309400
2001-04-11,45.78,47.55,50.1,51.33,53.0,-0.016963710543268200
2001-04-12,45.34,47.24,49.9,51.3,52.85,-0.009611183923110450
2001-04-16,45.57,47.23,49.9,51.16,52.7,0.0050727834142037000
2001-04-17,46.87,48.62,50.94,51.99,53.5,0.0285275400482774
2001-04-18,46.16,47.95,50.98,51.95,53.41,-0.015148282483464900
2001-04-19,45.84,47.64,50.4,51.53,52.9,-0.006932409012131550
2001-04-20,44.09,46.15,49.1,50.22,51.78,-0.038176265270506100
2001-04-23,46.53,48.84,50.47,51.8,52.5,0.055341347244273000
2001-04-24,47.02,49.59,50.8,52.35,52.9,0.010530840318074400
2001-04-25,46.55,49.15,50.55,52.1,52.7,-0.009995746490855110
2001-04-26,46.22,49.03,50.48,52.05,52.9,-0.007089151450053620
2001-04-27,45.83,48.55,50.05,51.55,52.15,-0.008437905668541750
2001-04-30,46.14,48.85,50.31,51.7,52.3,0.00676412830023998
2001-05-01,46.27,48.9,50.36,51.76,52.33,0.00281751192024271
2001-05-02,47.15,49.7,51.05,52.55,53.15,0.019018802679922100
2001-05-03,46.21,49.01,50.49,52.1,52.7,-0.01993637327677620
2001-05-04,46.21,49.15,50.58,52.2,52.8,0.0
2001-05-07,46.43,49.35,50.74,52.3,52.9,0.00476087426963856
2001-05-08,45.44,48.44,49.86,51.68,52.28,-0.021322420848589300
2001-05-09,45.43,48.3,49.72,51.45,52.15,-0.00022007042253513500
2001-05-10,44.83,47.65,49.11,50.77,51.45,-0.013207131851199700
2001-05-11,45.17,47.85,49.3,50.85,51.45,0.00758420700423823
2001-05-14,46.7,48.9,50.38,51.8,52.45,0.03387203896391420
2001-05-15,46.08,48.7,50.1,51.55,52.2,-0.013276231263383400
2001-05-16,44.62,47.55,49.01,50.63,51.38,-0.03168402777777780
2001-05-17,44.47,47.45,48.94,50.6,51.38,-0.003361721201255000
2001-05-18,43.84,46.95,48.62,50.3,51.08,-0.014166854058916000
2001-05-21,43.19,46.1,47.91,49.9,50.85,-0.014826642335766600
2001-05-22,42.56,45.22,47.21,49.08,50.1,-0.014586709886547800
2001-05-23,42.66,45.2,47.09,48.9,49.93,0.0023496240601501600
2001-05-24,42.46,45.15,47.0,48.8,49.8,-0.0046882325363336600
2001-05-25,40.55,43.34,45.37,47.31,48.5,-0.04498351389543110
2001-05-29,41.04,43.57,45.41,47.3,48.4,0.012083847102342800
2001-05-30,40.72,43.28,45.26,47.2,48.3,-0.007797270955165690
2001-05-31,40.88,43.5,45.31,47.2,48.3,0.003929273084479550
2001-06-01,41.42,44.1,45.93,47.65,48.6,0.013209393346379700
2001-06-04,41.06,44.08,45.8,47.63,48.6,-0.00869145340415256
2001-06-05,40.98,43.9,45.65,47.43,48.38,-0.001948368241597830
2001-06-06,42.03,44.6,46.26,47.9,48.75,0.02562225475841880
2001-06-07,41.94,44.6,46.27,47.98,48.83,-0.0021413276231264700
2001-06-08,42.71,45.25,46.89,48.79,49.55,0.0183595612780163
2001-06-11,40.72,43.5,45.09,46.91,47.8,-0.046593303675954200
2001-06-12,41.01,43.89,45.26,46.95,47.85,0.007121807465618750
2001-06-13,41.1,43.98,45.45,47.05,47.85,0.002194586686174120
2001-06-14,40.57,43.35,44.73,46.51,47.35,-0.012895377128953800
2001-06-15,39.38,42.2,43.72,45.65,46.63,-0.02933201873305390
2001-06-18,38.91,41.75,43.55,45.45,46.35,-0.011934992381919900
2001-06-19,38.19,40.98,42.81,44.68,45.73,-0.018504240555127200
2001-06-20,37.68,40.6,42.54,44.35,45.3,-0.01335428122545170
2001-06-21,39.55,42.06,43.8,45.55,46.4,0.04962845010615700
2001-06-22,38.61,40.81,42.56,44.35,45.5,-0.02376738305941840
2001-06-25,41.67,43.13,44.75,45.78,46.65,0.07925407925407920
2001-06-26,42.0,43.17,44.7,45.53,46.55,0.007919366450683810
2001-06-27,41.82,43.13,44.56,45.2,46.15,-0.004285714285714230
2001-06-28,42.36,43.51,44.93,45.7,46.55,0.012912482065997200
2001-06-29,41.7,42.81,44.2,45.14,46.0,-0.015580736543909200
2001-07-02,40.4,41.51,43.1,44.0,45.0,-0.03117505995203850
2001-07-03,39.63,40.7,42.1,43.0,44.0,-0.019059405940594000
2001-07-05,40.05,41.04,42.38,43.13,43.98,0.010598031794095200
2001-07-06,40.02,41.14,42.38,43.08,43.73,-0.0007490636704118310
2001-07-09,41.08,42.18,43.25,43.88,44.45,0.02648675662168910
2001-07-10,40.67,41.84,43.05,43.7,44.39,-0.009980525803310550
2001-07-11,41.5,42.7,43.92,44.55,45.2,0.020408163265306100
